mid,date,venue,bat_team,bowl_team,batsman,bowler,runs,wickets,overs,runs_last_5,wickets_last_5,striker,non-striker,total
2,2008-04-19,"Punjab Cricket Association Stadium, Mohali",Chennai Super Kings,Kings XI Punjab,SK Raina,JR Hopes,70,3,7.5,43,2,18,7,240
2,2008-04-19,"Punjab Cricket Association Stadium, Mohali",Chennai Super Kings,Kings XI Punjab,SK Raina,JR Hopes,70,3,7.6,43,2,18,7,240
2,2008-04-19,"Punjab Cricket Association Stadium, Mohali",Chennai Super Kings,Kings XI Punjab,MEK Hussey,IK Pathan,71,3,8.1,44,2,19,7,240
2,2008-04-19,"Punjab Cricket Association Stadium, Mohali",Chennai Super Kings,Kings XI Punjab,SK Raina,IK Pathan,75,3,8.2,48,2,19,11,240
2,2008-04-19,"Punjab Cricket Association Stadium, Mohali",Chennai Super Kings,Kings XI Punjab,SK Raina,IK Pathan,76,3,8.3,48,2,19,12,240
2,2008-04-19,"Punjab Cricket Association Stadium, Mohali",Chennai Super Kings,Kings XI Punjab,MEK Hussey,IK Pathan,76,3,8.4,47,2,19,12,240
2,2008-04-19,"Punjab Cricket Association Stadium, Mohali",Chennai Super Kings,Kings XI Punjab,MEK Hussey,IK Pathan,82,3,8.5,53,2,25,12,240
2,2008-04-19,"Punjab Cricket Association Stadium, Mohali",Chennai Super Kings,Kings XI Punjab,MEK Hussey,IK Pathan,83,3,8.6,50,2,26,12,240
2,2008-04-19,"Punjab Cricket Association Stadium, Mohali",Chennai Super Kings,Kings XI Punjab,MEK Hussey,K Goel,85,3,9.1,52,2,28,12,240
2,2008-04-19,"Punjab Cricket Association Stadium, Mohali",Chennai Super Kings,Kings XI Punjab,MEK Hussey,K Goel,86,3,9.2,52,2,29,12,240
2,2008-04-19,"Punjab Cricket Association Stadium, Mohali",Chennai Super Kings,Kings XI Punjab,SK Raina,K Goel,87,3,9.3,49,2,29,13,240
2,2008-04-19,"Punjab Cricket Association Stadium, Mohali",Chennai Super Kings,Kings XI Punjab,MEK Hussey,K Goel,87,3,9.4,45,2,29,13,240
2,2008-04-19,"Punjab Cricket Association Stadium, Mohali",Chennai Super Kings,Kings XI Punjab,MEK Hussey,K Goel,87,3,9.5,45,2,29,13,240
2,2008-04-19,"Punjab Cricket Association Stadium, Mohali",Chennai Super Kings,Kings XI Punjab,MEK Hussey,K Goel,88,3,9.6,46,2,30,13,240
2,2008-04-19,"Punjab Cricket Association Stadium, Mohali",Chennai Super Kings,Kings XI Punjab,MEK Hussey,PP Chawla,94,3,10.1,48,2,36,13,240
2,2008-04-19,"Punjab Cricket Association Stadium, Mohali",Chennai Super Kings,Kings XI Punjab,MEK Hussey,PP Chawla,95,3,10.2,43,2,37,13,240
2,2008-04-19,"Punjab Cricket Association Stadium, Mohali",Chennai Super Kings,Kings XI Punjab,SK Raina,PP Chawla,97,3,10.3,45,2,37,15,240
2,2008-04-19,"Punjab Cricket Association Stadium, Mohali",Chennai Super Kings,Kings XI Punjab,SK Raina,PP Chawla,97,3,10.4,44,2,37,15,240
2,2008-04-19,"Punjab Cricket Association Stadium, Mohali",Chennai Super Kings,Kings XI Punjab,SK Raina,PP Chawla,103,3,10.5,50,2,37,21,240
2,2008-04-19,"Punjab Cricket Association Stadium, Mohali",Chennai Super Kings,Kings XI Punjab,SK Raina,PP Chawla,107,3,10.6,54,2,37,25,240
2,2008-04-19,"Punjab Cricket Association Stadium, Mohali",Chennai Super Kings,Kings XI Punjab,MEK Hussey,K Goel,113,3,11.1,56,2,43,25,240
2,2008-04-19,"Punjab Cricket Association Stadium, Mohali",Chennai Super Kings,Kings XI Punjab,MEK Hussey,K Goel,117,3,11.2,60,1,47,25,240
2,2008-04-19,"Punjab Cricket Association Stadium, Mohali",Chennai Super Kings,Kings XI Punjab,MEK Hussey,K Goel,118,3,11.3,60,1,48,25,240
2,2008-04-19,"Punjab Cricket Association Stadium, Mohali",Chennai Super Kings,Kings XI Punjab,SK Raina,K Goel,124,3,11.4,64,1,48,31,240
2,2008-04-19,"Punjab Cricket Association Stadium, Mohali",Chennai Super Kings,Kings XI Punjab,SK Raina,K Goel,125,3,11.5,64,1,48,32,240
2,2008-04-19,"Punjab Cricket Association Stadium, Mohali",Chennai Super Kings,Kings XI Punjab,MEK Hussey,K Goel,127,3,11.6,65,1,50,32,240
2,2008-04-19,"Punjab Cricket Association Stadium, Mohali",Chennai Super Kings,Kings XI Punjab,SK Raina,WA Mota,128,3,12.0,66,0,50,32,240
2,2008-04-19,"Punjab Cricket Association Stadium, Mohali",Chennai Super Kings,Kings XI Punjab,SK Raina,WA Mota,128,4,12.1,65,1,50,32,240
2,2008-04-19,"Punjab Cricket Association Stadium, Mohali",Chennai Super Kings,Kings XI Punjab,MEK Hussey,WA Mota,129,4,12.2,66,1,51,0,240
2,2008-04-19,"Punjab Cricket Association Stadium, Mohali",Chennai Super Kings,Kings XI Punjab,JDP Oram,WA Mota,130,4,12.2,66,1,51,0,240
2,2008-04-19,"Punjab Cricket Association Stadium, Mohali",Chennai Super Kings,Kings XI Punjab,JDP Oram,WA Mota,130,4,12.3,60,1,51,0,240
2,2008-04-19,"Punjab Cricket Association Stadium, Mohali",Chennai Super Kings,Kings XI Punjab,JDP Oram,WA Mota,131,4,12.4,61,1,51,1,240
2,2008-04-19,"Punjab Cricket Association Stadium, Mohali",Chennai Super Kings,Kings XI Punjab,MEK Hussey,WA Mota,132,4,12.5,61,1,52,1,240
2,2008-04-19,"Punjab Cricket Association Stadium, Mohali",Chennai Super Kings,Kings XI Punjab,JDP Oram,WA Mota,133,4,12.6,58,1,52,2,240
2,2008-04-19,"Punjab Cricket Association Stadium, Mohali",Chennai Super Kings,Kings XI Punjab,JDP Oram,JR Hopes,134,4,13.1,58,1,52,3,240
2,2008-04-19,"Punjab Cricket Association Stadium, Mohali",Chennai Super Kings,Kings XI Punjab,MEK Hussey,JR Hopes,134,4,13.2,58,1,52,3,240
2,2008-04-19,"Punjab Cricket Association Stadium, Mohali",Chennai Super Kings,Kings XI Punjab,MEK Hussey,JR Hopes,135,4,13.3,53,1,53,3,240
2,2008-04-19,"Punjab Cricket Association Stadium, Mohali",Chennai Super Kings,Kings XI Punjab,JDP Oram,JR Hopes,136,4,13.4,53,1,53,4,240
2,2008-04-19,"Punjab Cricket Association Stadium, Mohali",Chennai Super Kings,Kings XI Punjab,MEK Hussey,JR Hopes,142,4,13.5,57,1,59,4,240
2,2008-04-19,"Punjab Cricket Association Stadium, Mohali",Chennai Super Kings,Kings XI Punjab,MEK Hussey,JR Hopes,143,4,13.6,57,1,59,4,240
2,2008-04-19,"Punjab Cricket Association Stadium, Mohali",Chennai Super Kings,Kings XI Punjab,MEK Hussey,WA Mota,147,4,14.1,60,1,63,4,240
2,2008-04-19,"Punjab Cricket Association Stadium, Mohali",Chennai Super Kings,Kings XI Punjab,MEK Hussey,WA Mota,148,4,14.2,61,1,64,4,240
2,2008-04-19,"Punjab Cricket Association Stadium, Mohali",Chennai Super Kings,Kings XI Punjab,JDP Oram,WA Mota,150,4,14.3,63,1,64,6,240
2,2008-04-19,"Punjab Cricket Association Stadium, Mohali",Chennai Super Kings,Kings XI Punjab,JDP Oram,WA Mota,151,4,14.4,63,1,64,7,240
2,2008-04-19,"Punjab Cricket Association Stadium, Mohali",Chennai Super Kings,Kings XI Punjab,MEK Hussey,WA Mota,155,4,14.5,61,1,68,7,240
2,2008-04-19,"Punjab Cricket Association Stadium, Mohali",Chennai Super Kings,Kings XI Punjab,MEK Hussey,WA Mota,161,4,14.6,66,1,74,7,240
2,2008-04-19,"Punjab Cricket Association Stadium, Mohali",Chennai Super Kings,Kings XI Punjab,JDP Oram,IK Pathan,167,4,15.1,70,1,74,13,240
2,2008-04-19,"Punjab Cricket Association Stadium, Mohali",Chennai Super Kings,Kings XI Punjab,JDP Oram,IK Pathan,167,4,15.2,70,1,74,13,240
2,2008-04-19,"Punjab Cricket Association Stadium, Mohali",Chennai Super Kings,Kings XI Punjab,JDP Oram,IK Pathan,167,5,15.3,64,2,74,13,240
2,2008-04-19,"Punjab Cricket Association Stadium, Mohali",Chennai Super Kings,Kings XI Punjab,S Badrinath,IK Pathan,167,5,15.4,60,2,74,0,240
2,2008-04-19,"Punjab Cricket Association Stadium, Mohali",Chennai Super Kings,Kings XI Punjab,S Badrinath,IK Pathan,168,5,15.5,55,2,74,1,240
2,2008-04-19,"Punjab Cricket Association Stadium, Mohali",Chennai Super Kings,Kings XI Punjab,MEK Hussey,IK Pathan,169,5,15.6,52,2,75,1,240
2,2008-04-19,"Punjab Cricket Association Stadium, Mohali",Chennai Super Kings,Kings XI Punjab,MEK Hussey,S Sreesanth,170,5,16.1,52,2,76,1,240
2,2008-04-19,"Punjab Cricket Association Stadium, Mohali",Chennai Super Kings,Kings XI Punjab,S Badrinath,S Sreesanth,171,5,16.2,47,2,76,2,240
2,2008-04-19,"Punjab Cricket Association Stadium, Mohali",Chennai Super Kings,Kings XI Punjab,MEK Hussey,S Sreesanth,177,5,16.3,52,2,82,2,240
2,2008-04-19,"Punjab Cricket Association Stadium, Mohali",Chennai Super Kings,Kings XI Punjab,MEK Hussey,S Sreesanth,181,5,16.4,54,2,86,2,240
2,2008-04-19,"Punjab Cricket Association Stadium, Mohali",Chennai Super Kings,Kings XI Punjab,MEK Hussey,S Sreesanth,182,5,16.5,54,2,87,2,240
2,2008-04-19,"Punjab Cricket Association Stadium, Mohali",Chennai Super Kings,Kings XI Punjab,S Badrinath,S Sreesanth,183,5,16.6,55,1,87,3,240
2,2008-04-19,"Punjab Cricket Association Stadium, Mohali",Chennai Super Kings,Kings XI Punjab,S Badrinath,IK Pathan,183,5,17.1,54,1,87,3,240
2,2008-04-19,"Punjab Cricket Association Stadium, Mohali",Chennai Super Kings,Kings XI Punjab,S Badrinath,IK Pathan,187,5,17.2,57,1,87,7,240
2,2008-04-19,"Punjab Cricket Association Stadium, Mohali",Chennai Super Kings,Kings XI Punjab,S Badrinath,IK Pathan,188,5,17.3,58,1,87,8,240
2,2008-04-19,"Punjab Cricket Association Stadium, Mohali",Chennai Super Kings,Kings XI Punjab,MEK Hussey,IK Pathan,190,5,17.4,59,1,89,8,240
2,2008-04-19,"Punjab Cricket Association Stadium, Mohali",Chennai Super Kings,Kings XI Punjab,MEK Hussey,IK Pathan,196,5,17.5,64,1,95,8,240
2,2008-04-19,"Punjab Cricket Association Stadium, Mohali",Chennai Super Kings,Kings XI Punjab,MEK Hussey,IK Pathan,200,5,17.6,67,1,99,8,240
2,2008-04-19,"Punjab Cricket Association Stadium, Mohali",Chennai Super Kings,Kings XI Punjab,S Badrinath,B Lee,204,5,18.1,70,1,99,12,240
2,2008-04-19,"Punjab Cricket Association Stadium, Mohali",Chennai Super Kings,Kings XI Punjab,S Badrinath,B Lee,205,5,18.2,71,1,99,13,240
2,2008-04-19,"Punjab Cricket Association Stadium, Mohali",Chennai Super Kings,Kings XI Punjab,MEK Hussey,B Lee,206,5,18.3,71,1,100,13,240
2,2008-04-19,"Punjab Cricket Association Stadium, Mohali",Chennai Super Kings,Kings XI Punjab,S Badrinath,B Lee,207,5,18.4,71,1,100,14,240
2,2008-04-19,"Punjab Cricket Association Stadium, Mohali",Chennai Super Kings,Kings XI Punjab,MEK Hussey,B Lee,213,5,18.5,71,1,106,14,240
2,2008-04-19,"Punjab Cricket Association Stadium, Mohali",Chennai Super Kings,Kings XI Punjab,MEK Hussey,B Lee,215,5,18.6,72,1,108,14,240
2,2008-04-19,"Punjab Cricket Association Stadium, Mohali",Chennai Super Kings,Kings XI Punjab,S Badrinath,JR Hopes,221,5,19.1,74,1,108,20,240
2,2008-04-19,"Punjab Cricket Association Stadium, Mohali",Chennai Super Kings,Kings XI Punjab,S Badrinath,JR Hopes,227,5,19.2,79,1,108,26,240
2,2008-04-19,"Punjab Cricket Association Stadium, Mohali",Chennai Super Kings,Kings XI Punjab,S Badrinath,JR Hopes,231,5,19.3,81,1,108,30,240
2,2008-04-19,"Punjab Cricket Association Stadium, Mohali",Chennai Super Kings,Kings XI Punjab,S Badrinath,JR Hopes,232,5,19.4,81,1,108,31,240
2,2008-04-19,"Punjab Cricket Association Stadium, Mohali",Chennai Super Kings,Kings XI Punjab,MEK Hussey,JR Hopes,238,5,19.5,83,1,114,31,240
2,2008-04-19,"Punjab Cricket Association Stadium, Mohali",Chennai Super Kings,Kings XI Punjab,MEK Hussey,JR Hopes,240,5,19.6,79,1,116,31,240
3,2008-04-19,Feroz Shah Kotla,Rajasthan Royals,Delhi Daredevils,T Kohli,GD McGrath,0,0,0.1,0,0,0,0,129
3,2008-04-19,Feroz Shah Kotla,Rajasthan Royals,Delhi Daredevils,T Kohli,GD McGrath,0,0,0.2,0,0,0,0,129
3,2008-04-19,Feroz Shah Kotla,Rajasthan Royals,Delhi Daredevils,T Kohli,GD McGrath,0,0,0.3,0,0,0,0,129
3,2008-04-19,Feroz Shah Kotla,Rajasthan Royals,Delhi Daredevils,T Kohli,GD McGrath,1,0,0.3,1,0,0,0,129
3,2008-04-19,Feroz Shah Kotla,Rajasthan Royals,Delhi Daredevils,T Kohli,GD McGrath,1,0,0.4,1,0,0,0,129
3,2008-04-19,Feroz Shah Kotla,Rajasthan Royals,Delhi Daredevils,T Kohli,GD McGrath,1,0,0.5,1,0,0,0,129
3,2008-04-19,Feroz Shah Kotla,Rajasthan Royals,Delhi Daredevils,T Kohli,GD McGrath,7,0,0.6,7,0,6,0,129
3,2008-04-19,Feroz Shah Kotla,Rajasthan Royals,Delhi Daredevils,YK Pathan,B Geeves,8,0,1.1,8,0,6,1,129
3,2008-04-19,Feroz Shah Kotla,Rajasthan Royals,Delhi Daredevils,T Kohli,B Geeves,8,0,1.2,8,0,6,1,129
3,2008-04-19,Feroz Shah Kotla,Rajasthan Royals,Delhi Daredevils,T Kohli,B Geeves,8,0,1.3,8,0,6,1,129
3,2008-04-19,Feroz Shah Kotla,Rajasthan Royals,Delhi Daredevils,T Kohli,B Geeves,9,0,1.4,9,0,7,1,129
3,2008-04-19,Feroz Shah Kotla,Rajasthan Royals,Delhi Daredevils,YK Pathan,B Geeves,13,0,1.5,13,0,7,5,129
3,2008-04-19,Feroz Shah Kotla,Rajasthan Royals,Delhi Daredevils,YK Pathan,B Geeves,17,0,1.6,17,0,9,7,129
3,2008-04-19,Feroz Shah Kotla,Rajasthan Royals,Delhi Daredevils,T Kohli,GD McGrath,17,0,2.1,17,0,9,7,129
3,2008-04-19,Feroz Shah Kotla,Rajasthan Royals,Delhi Daredevils,T Kohli,GD McGrath,17,0,2.2,17,0,9,7,129
3,2008-04-19,Feroz Shah Kotla,Rajasthan Royals,Delhi Daredevils,T Kohli,GD McGrath,17,1,2.3,17,1,9,7,129
3,2008-04-19,Feroz Shah Kotla,Rajasthan Royals,Delhi Daredevils,SR Watson,GD McGrath,17,1,2.4,17,1,9,0,129
3,2008-04-19,Feroz Shah Kotla,Rajasthan Royals,Delhi Daredevils,SR Watson,GD McGrath,17,1,2.5,17,1,9,0,129
3,2008-04-19,Feroz Shah Kotla,Rajasthan Royals,Delhi Daredevils,SR Watson,GD McGrath,17,1,2.6,17,1,9,0,129
3,2008-04-19,Feroz Shah Kotla,Rajasthan Royals,Delhi Daredevils,YK Pathan,B Geeves,18,1,3.1,18,1,10,0,129
3,2008-04-19,Feroz Shah Kotla,Rajasthan Royals,Delhi Daredevils,SR Watson,B Geeves,22,1,3.2,22,1,10,4,129
3,2008-04-19,Feroz Shah Kotla,Rajasthan Royals,Delhi Daredevils,SR Watson,B Geeves,26,1,3.3,26,1,10,8,129
3,2008-04-19,Feroz Shah Kotla,Rajasthan Royals,Delhi Daredevils,SR Watson,B Geeves,27,1,3.4,27,1,10,9,129
3,2008-04-19,Feroz Shah Kotla,Rajasthan Royals,Delhi Daredevils,YK Pathan,B Geeves,27,2,3.5,27,2,10,9,129
3,2008-04-19,Feroz Shah Kotla,Rajasthan Royals,Delhi Daredevils,SR Watson,B Geeves,31,2,3.6,31,2,13,0,129
3,2008-04-19,Feroz Shah Kotla,Rajasthan Royals,Delhi Daredevils,M Kaif,GD McGrath,31,2,4.1,31,2,13,0,129
3,2008-04-19,Feroz Shah Kotla,Rajasthan Royals,Delhi Daredevils,M Kaif,GD McGrath,31,2,4.2,31,2,13,0,129
3,2008-04-19,Feroz Shah Kotla,Rajasthan Royals,Delhi Daredevils,M Kaif,GD McGrath,32,2,4.3,32,2,13,1,129
3,2008-04-19,Feroz Shah Kotla,Rajasthan Royals,Delhi Daredevils,SR Watson,GD McGrath,36,2,4.4,36,2,17,1,129
3,2008-04-19,Feroz Shah Kotla,Rajasthan Royals,Delhi Daredevils,SR Watson,GD McGrath,36,2,4.5,36,2,17,1,129
3,2008-04-19,Feroz Shah Kotla,Rajasthan Royals,Delhi Daredevils,SR Watson,GD McGrath,37,2,4.6,37,2,18,1,129
3,2008-04-19,Feroz Shah Kotla,Rajasthan Royals,Delhi Daredevils,SR Watson,MF Maharoof,37,2,5.1,37,2,18,1,129
3,2008-04-19,Feroz Shah Kotla,Rajasthan Royals,Delhi Daredevils,SR Watson,MF Maharoof,38,2,5.2,38,2,19,1,129
3,2008-04-19,Feroz Shah Kotla,Rajasthan Royals,Delhi Daredevils,M Kaif,MF Maharoof,38,2,5.3,37,2,19,1,129
3,2008-04-19,Feroz Shah Kotla,Rajasthan Royals,Delhi Daredevils,M Kaif,MF Maharoof,39,2,5.4,38,2,19,1,129
3,2008-04-19,Feroz Shah Kotla,Rajasthan Royals,Delhi Daredevils,SR Watson,MF Maharoof,40,2,5.5,39,2,20,1,129
3,2008-04-19,Feroz Shah Kotla,Rajasthan Royals,Delhi Daredevils,M Kaif,MF Maharoof,40,2,5.6,33,2,20,1,129
3,2008-04-19,Feroz Shah Kotla,Rajasthan Royals,Delhi Daredevils,SR Watson,R Bhatia,40,2,6.1,32,2,20,1,129
3,2008-04-19,Feroz Shah Kotla,Rajasthan Royals,Delhi Daredevils,SR Watson,R Bhatia,41,3,6.2,33,3,21,1,129
3,2008-04-19,Feroz Shah Kotla,Rajasthan Royals,Delhi Daredevils,M Kaif,R Bhatia,43,3,6.3,35,3,3,0,129
3,2008-04-19,Feroz Shah Kotla,Rajasthan Royals,Delhi Daredevils,M Kaif,R Bhatia,43,3,6.4,34,3,3,0,129
3,2008-04-19,Feroz Shah Kotla,Rajasthan Royals,Delhi Daredevils,M Kaif,R Bhatia,43,3,6.5,30,3,3,0,129
3,2008-04-19,Feroz Shah Kotla,Rajasthan Royals,Delhi Daredevils,M Kaif,R Bhatia,44,3,6.6,27,3,4,0,129
3,2008-04-19,Feroz Shah Kotla,Rajasthan Royals,Delhi Daredevils,M Kaif,MF Maharoof,45,3,7.1,28,3,4,0,129
3,2008-04-19,Feroz Shah Kotla,Rajasthan Royals,Delhi Daredevils,DS Lehmann,MF Maharoof,46,3,7.2,29,3,4,1,129
3,2008-04-19,Feroz Shah Kotla,Rajasthan Royals,Delhi Daredevils,M Kaif,MF Maharoof,47,3,7.3,30,2,5,1,129
3,2008-04-19,Feroz Shah Kotla,Rajasthan Royals,Delhi Daredevils,DS Lehmann,MF Maharoof,47,4,7.4,30,3,5,1,129
3,2008-04-19,Feroz Shah Kotla,Rajasthan Royals,Delhi Daredevils,RA Jadeja,MF Maharoof,47,4,7.5,30,3,5,0,129
3,2008-04-19,Feroz Shah Kotla,Rajasthan Royals,Delhi Daredevils,RA Jadeja,MF Maharoof,48,4,7.6,31,3,5,1,129
3,2008-04-19,Feroz Shah Kotla,Rajasthan Royals,Delhi Daredevils,RA Jadeja,R Bhatia,48,4,8.1,30,3,5,1,129
3,2008-04-19,Feroz Shah Kotla,Rajasthan Royals,Delhi Daredevils,RA Jadeja,R Bhatia,48,4,8.2,26,3,5,1,129
3,2008-04-19,Feroz Shah Kotla,Rajasthan Royals,Delhi Daredevils,RA Jadeja,R Bhatia,49,4,8.3,23,3,5,1,129
3,2008-04-19,Feroz Shah Kotla,Rajasthan Royals,Delhi Daredevils,M Kaif,R Bhatia,50,4,8.4,23,3,6,1,129
3,2008-04-19,Feroz Shah Kotla,Rajasthan Royals,Delhi Daredevils,RA Jadeja,R Bhatia,50,4,8.5,23,2,6,1,129
3,2008-04-19,Feroz Shah Kotla,Rajasthan Royals,Delhi Daredevils,RA Jadeja,R Bhatia,51,4,8.6,20,2,6,2,129
3,2008-04-19,Feroz Shah Kotla,Rajasthan Royals,Delhi Daredevils,RA Jadeja,MF Maharoof,52,4,9.1,21,2,6,2,129
3,2008-04-19,Feroz Shah Kotla,Rajasthan Royals,Delhi Daredevils,M Kaif,MF Maharoof,53,4,9.2,22,2,7,2,129
3,2008-04-19,Feroz Shah Kotla,Rajasthan Royals,Delhi Daredevils,RA Jadeja,MF Maharoof,54,4,9.3,22,2,7,3,129
3,2008-04-19,Feroz Shah Kotla,Rajasthan Royals,Delhi Daredevils,M Kaif,MF Maharoof,55,4,9.4,19,2,8,3,129
3,2008-04-19,Feroz Shah Kotla,Rajasthan Royals,Delhi Daredevils,RA Jadeja,MF Maharoof,56,4,9.5,20,2,8,4,129
3,2008-04-19,Feroz Shah Kotla,Rajasthan Royals,Delhi Daredevils,M Kaif,MF Maharoof,57,4,9.6,20,2,9,4,129
3,2008-04-19,Feroz Shah Kotla,Rajasthan Royals,Delhi Daredevils,M Kaif,R Bhatia,57,4,10.1,20,2,9,4,129
3,2008-04-19,Feroz Shah Kotla,Rajasthan Royals,Delhi Daredevils,M Kaif,R Bhatia,57,4,10.2,19,2,9,4,129
3,2008-04-19,Feroz Shah Kotla,Rajasthan Royals,Delhi Daredevils,M Kaif,R Bhatia,57,5,10.3,19,3,9,4,129
3,2008-04-19,Feroz Shah Kotla,Rajasthan Royals,Delhi Daredevils,M Rawat,R Bhatia,58,5,10.4,19,3,4,1,129
3,2008-04-19,Feroz Shah Kotla,Rajasthan Royals,Delhi Daredevils,RA Jadeja,R Bhatia,58,5,10.5,18,3,4,1,129
3,2008-04-19,Feroz Shah Kotla,Rajasthan Royals,Delhi Daredevils,RA Jadeja,R Bhatia,59,5,10.6,19,3,5,1,129
3,2008-04-19,Feroz Shah Kotla,Rajasthan Royals,Delhi Daredevils,RA Jadeja,DL Vettori,65,5,11.1,25,3,11,1,129
3,2008-04-19,Feroz Shah Kotla,Rajasthan Royals,Delhi Daredevils,RA Jadeja,DL Vettori,69,5,11.2,28,2,15,1,129
3,2008-04-19,Feroz Shah Kotla,Rajasthan Royals,Delhi Daredevils,RA Jadeja,DL Vettori,70,5,11.3,27,2,16,1,129
3,2008-04-19,Feroz Shah Kotla,Rajasthan Royals,Delhi Daredevils,M Rawat,DL Vettori,70,5,11.4,27,2,16,1,129
3,2008-04-19,Feroz Shah Kotla,Rajasthan Royals,Delhi Daredevils,M Rawat,DL Vettori,71,5,11.5,28,2,16,2,129
3,2008-04-19,Feroz Shah Kotla,Rajasthan Royals,Delhi Daredevils,RA Jadeja,DL Vettori,71,5,11.6,27,2,16,2,129
3,2008-04-19,Feroz Shah Kotla,Rajasthan Royals,Delhi Daredevils,M Rawat,R Bhatia,71,6,12.1,26,3,16,2,129
3,2008-04-19,Feroz Shah Kotla,Rajasthan Royals,Delhi Daredevils,D Salunkhe,R Bhatia,75,6,12.2,29,3,16,4,129
3,2008-04-19,Feroz Shah Kotla,Rajasthan Royals,Delhi Daredevils,D Salunkhe,R Bhatia,76,6,12.3,29,3,16,5,129
3,2008-04-19,Feroz Shah Kotla,Rajasthan Royals,Delhi Daredevils,RA Jadeja,R Bhatia,78,6,12.3,31,2,16,5,129
3,2008-04-19,Feroz Shah Kotla,Rajasthan Royals,Delhi Daredevils,D Salunkhe,R Bhatia,78,6,12.4,31,2,16,5,129
3,2008-04-19,Feroz Shah Kotla,Rajasthan Royals,Delhi Daredevils,D Salunkhe,R Bhatia,79,6,12.5,31,2,16,6,129
3,2008-04-19,Feroz Shah Kotla,Rajasthan Royals,Delhi Daredevils,RA Jadeja,R Bhatia,80,6,12.6,32,2,17,6,129
3,2008-04-19,Feroz Shah Kotla,Rajasthan Royals,Delhi Daredevils,RA Jadeja,B Geeves,84,6,13.1,36,2,21,6,129
3,2008-04-19,Feroz Shah Kotla,Rajasthan Royals,Delhi Daredevils,RA Jadeja,B Geeves,85,6,13.2,36,2,22,6,129
3,2008-04-19,Feroz Shah Kotla,Rajasthan Royals,Delhi Daredevils,D Salunkhe,B Geeves,86,6,13.3,36,2,22,7,129
3,2008-04-19,Feroz Shah Kotla,Rajasthan Royals,Delhi Daredevils,RA Jadeja,B Geeves,86,6,13.4,36,2,22,7,129
3,2008-04-19,Feroz Shah Kotla,Rajasthan Royals,Delhi Daredevils,RA Jadeja,B Geeves,87,6,13.5,36,2,23,7,129
3,2008-04-19,Feroz Shah Kotla,Rajasthan Royals,Delhi Daredevils,D Salunkhe,B Geeves,87,6,13.6,35,2,23,7,129
3,2008-04-19,Feroz Shah Kotla,Rajasthan Royals,Delhi Daredevils,RA Jadeja,DL Vettori,93,6,14.1,40,2,29,7,129
3,2008-04-19,Feroz Shah Kotla,Rajasthan Royals,Delhi Daredevils,RA Jadeja,DL Vettori,93,7,14.2,39,3,29,7,129
3,2008-04-19,Feroz Shah Kotla,Rajasthan Royals,Delhi Daredevils,SK Warne,DL Vettori,93,7,14.3,38,3,7,0,129
3,2008-04-19,Feroz Shah Kotla,Rajasthan Royals,Delhi Daredevils,SK Warne,DL Vettori,94,7,14.4,38,3,7,1,129
3,2008-04-19,Feroz Shah Kotla,Rajasthan Royals,Delhi Daredevils,D Salunkhe,DL Vettori,95,7,14.5,38,3,8,1,129
3,2008-04-19,Feroz Shah Kotla,Rajasthan Royals,Delhi Daredevils,SK Warne,DL Vettori,96,7,14.6,39,3,8,2,129
3,2008-04-19,Feroz Shah Kotla,Rajasthan Royals,Delhi Daredevils,SK Warne,B Geeves,96,7,15.1,39,3,8,2,129
3,2008-04-19,Feroz Shah Kotla,Rajasthan Royals,Delhi Daredevils,SK Warne,B Geeves,96,7,15.2,39,2,8,2,129
3,2008-04-19,Feroz Shah Kotla,Rajasthan Royals,Delhi Daredevils,SK Warne,B Geeves,100,7,15.3,42,2,8,6,129
3,2008-04-19,Feroz Shah Kotla,Rajasthan Royals,Delhi Daredevils,SK Warne,B Geeves,100,7,15.4,42,2,8,6,129
3,2008-04-19,Feroz Shah Kotla,Rajasthan Royals,Delhi Daredevils,SK Warne,B Geeves,104,7,15.5,45,2,10,8,129
3,2008-04-19,Feroz Shah Kotla,Rajasthan Royals,Delhi Daredevils,SK Warne,B Geeves,106,7,15.6,41,2,12,8,129
3,2008-04-19,Feroz Shah Kotla,Rajasthan Royals,Delhi Daredevils,D Salunkhe,DL Vettori,107,7,16.1,38,2,12,9,129
3,2008-04-19,Feroz Shah Kotla,Rajasthan Royals,Delhi Daredevils,SK Warne,DL Vettori,107,7,16.2,37,2,12,9,129
3,2008-04-19,Feroz Shah Kotla,Rajasthan Royals,Delhi Daredevils,SK Warne,DL Vettori,108,7,16.3,38,2,13,9,129
3,2008-04-19,Feroz Shah Kotla,Rajasthan Royals,Delhi Daredevils,D Salunkhe,DL Vettori,108,7,16.4,37,2,13,9,129
3,2008-04-19,Feroz Shah Kotla,Rajasthan Royals,Delhi Daredevils,D Salunkhe,DL Vettori,109,7,16.5,38,2,13,10,129
3,2008-04-19,Feroz Shah Kotla,Rajasthan Royals,Delhi Daredevils,SK Warne,DL Vettori,110,7,16.6,39,1,14,10,129
3,2008-04-19,Feroz Shah Kotla,Rajasthan Royals,Delhi Daredevils,SK Warne,MF Maharoof,110,8,17.1,35,2,14,10,129
3,2008-04-19,Feroz Shah Kotla,Rajasthan Royals,Delhi Daredevils,SK Trivedi,MF Maharoof,110,8,17.2,34,2,10,0,129
